web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740006987-96","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084174_uploaded_image1_1619597631.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-3084174","3","2","150","Mamelles, Dakar, Sénégal"
"1740006990-97","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084179_uploaded_image1_1619597829.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-au-virage-3084179","2","1","120","Yoff, Dakar, Sénégal"
"1740006994-98","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084228_uploaded_image1_1619599520.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-grand-dakar-3084228","2","2","1 m2","Grand Dakar, Dakar, Sénégal"
"1740006997-99","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084264_uploaded_image1_1619601242.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-sicap-liberte-3084264","4","2","100","Sicap Liberté, Dakar, Sénégal"
"1740007000-100","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084682_uploaded_image1_1619614247.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3084682","4","4","121","Almadies, Dakar, Sénégal"
"1740007003-101","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084758_uploaded_image1_1619616384.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3084758","3","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007007-102","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084774_uploaded_image1_1619616775.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3084774","3","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007011-103","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084786_uploaded_image1_1619617020.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-3084786","2","1","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007015-104","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084812_uploaded_image1_1619617892.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-almadies-3084812","2","1","","Almadies, Dakar, Sénégal"
"1740007018-105","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084851_uploaded_image1_1619619349.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-3-pieces-niarry-tally-3084851","","","","Dakar, Sénégal"
"1740007026-106","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3084984_uploaded_image1_1619624020.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-3084984","3","4","200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007031-107","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3085336_uploaded_image1_1619636650.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-3085336","2","2","150 m2","Keur Massar, Sénégal"
"1740007036-108","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3085721_uploaded_image1_1619660974.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-3085721","3","2","120","Rufisque, Sénégal"
"1740007048-109","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3086083_uploaded_image1_1619690563.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-3086083","3","2","","Ouest Foire, Dakar, Sénégal"
"1740007054-110","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3086207_uploaded_image1_1619694670.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-scat-urbam-3086207","3","1","","Grand Yoff, Dakar, Sénégal"
"1740007062-111","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3086347_uploaded_image1_1619698983.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-thies-3086347","3","2","40","Thies, Sénégal"
"1740007068-112","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088006_uploaded_image1_1619782512.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-a-sacre-cur-3088006","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007073-113","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088120_uploaded_image1_1619787639.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-a-keur-massar-3088120","2","2","150 m2","Keur Massar, Sénégal"
"1740007080-114","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088127_uploaded_image1_1619787934.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3088127","4","4","121","Almadies, Dakar, Sénégal"
"1740007087-115","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088282_uploaded_image1_1619794167.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-almadies-3088282","4","3","","Ngor, Dakar, Sénégal"
"1740007096-116","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088465_uploaded_image1_1619801745.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-r2-3088465","","","","Yoff, Dakar, Sénégal"
"1740007102-117","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088756_uploaded_image1_1619815247.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-extension-3088756","4","2","150","Mbao, Dakar, Sénégal"
"1740007118-118","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3088985_uploaded_image1_1619826341.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-3088985","1","1","","Almadies, Dakar, Sénégal"
"1740007128-119","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089015_uploaded_image1_1619827330.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-mermoz-sacre-cur-3089015","1","2","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007146-120","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089144_uploaded_image1_1619832616.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouakam-3089144","3","3","150 m2","Ouakam, Dakar, Sénégal"
"1740007155-121","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089147_uploaded_image1_1619832757.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3089147","4","4","200 m2","Ouakam, Dakar, Sénégal"
"1740007164-122","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089234_uploaded_image1_1619843174.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-3089234","3","2","200","Dakar, Sénégal"
"1740007175-123","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089298_uploaded_image1_1619848906.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3089298","5","3","150 m2","Dakar, Sénégal"
"1740007184-124","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089474_uploaded_image1_1619858408.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-7-pieces-mamelles-3089474","7","3","180","Mamelles, Dakar, Sénégal"
"1740007188-125","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3089487_uploaded_image1_1619858671.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-8-pieces-almadies-3089487","10","4","220","Almadies, Dakar, Sénégal"
"1740007192-126","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090110_uploaded_image1_1619874551.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-unite-3-3090110","3","1","100 m2","Dakar, Sénégal"
"1740007196-127","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090210_uploaded_image1_1619876927.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-3090210","5","4","250","Mamelles, Dakar, Sénégal"
"1740007201-128","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090252_uploaded_image1_1619877846.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-3090252","3","2","125","Ouest Foire, Dakar, Sénégal"
"1740007212-129","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090477_uploaded_image1_1619884564.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-3090477","2","1","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007217-130","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090680_uploaded_image1_1619890589.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-3090680","4","","","Dakar Plateau, Dakar, Sénégal"
"1740007222-131","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090779_uploaded_image1_1619895040.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3090779","5","3","121","Ouest Foire, Dakar, Sénégal"
"1740007227-132","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3090783_uploaded_image1_1619895212.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3090783","4","3","121","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007233-133","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3091087_uploaded_image1_1619908716.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-almadies-3091087","2","2","","Almadies, Dakar, Sénégal"
"1740007237-134","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3091097_uploaded_image1_1619908959.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-3091097","4","3","","Keur Massar, Sénégal"
"1740007241-135","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3091337_uploaded_image1_1619917793.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-3091337","3","2","150","Dakar, Sénégal"
"1740007246-136","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3091359_uploaded_image1_1619918488.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3091359","4","5","280","Dakar, Sénégal"
"1740007249-137","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3092429_uploaded_image1_1619975005.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3092429","5","3","121","Ouest Foire, Dakar, Sénégal"
"1740007252-138","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3092510_uploaded_image1_1619977770.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-3092510","3","2","110","Ouest Foire, Dakar, Sénégal"
"1740007256-139","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3092532_uploaded_image1_1619978413.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3092532","5","3","170","Ouest Foire, Dakar, Sénégal"
